SYMBOL,NAME,INDUSTRY,MARKET_CAP
SPNS,Sapiens International,Software,1239914227
SPNT,SiriusPoint,Insurance-Reinsurance,741925821
SPOK,Spok Holdings,Wireless Telecommunication Services,140613003
SPOT,Spotify Technology,Entertainment,23645040542
SPPI,Spectrum Pharmaceuticals,Biotechnology,217905279
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3518969060
SPRB,Spruce Biosciences,Biotechnology,47690586
SPRC,SciSparc,Biotechnology,4196820
SPRO,Spero Therapeutics,Biotechnology,27317581
SPSC,SPS Commerce,Software,4544758214
SPT,Sprout Social,Software,3527807967
SPTK,SportsTek Acquisition,Blank Check / SPAC,212606230
SPTN,SpartanNash Company,Food & Staples Retailing,1156767328
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,454003031
SPWR,SunPower,Semiconductors & Semiconductor Equipment,4472449015
SPXC,SPX Corporation,Machinery,2739883499
SQ,Block,IT Services,50750779308
SQFT,Presidio Property Trust,REIT-Diversified,40493082
SQL,SeqLL,Diagnostics & Research,11886400
SQM,Sociedad Quimica y Minera de Chile,Chemicals,29072236454
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,160912143
SQSP,Squarespace,Software-Infrastructure,3033574906
SQZ,SQZ Biotechnologies Company,Biotechnology,97397831
SR,Spire,Gas Utilities,3892866270
SRAD,Sportradar Group AG,Software-Application,3408859639
SRAX,"SRAX, Inc.",Media,61047564
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5977233367
SRCE,1st Source,Banks,1208375807
SRCL,Stericycle,Commercial Services & Supplies,4846840279
SRDX,SurModics,Health Care Equipment & Supplies,520845912
SRE,Sempra Energy,Multi-Utilities,51512266719
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,799215420
SRGA,Surgalign Holdings,Medical Devices,31000362
SRI,Stoneridge,Auto Components,572486005
SRL,Scully Royalty,Capital Markets,134240208
SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",495377178
SRNE,Sorrento Therapeutics,Biotechnology,964586047
SRPT,Sarepta Therapeutics,Biotechnology,9567669191
SRRK,Scholar Rock Holding,Biotechnology,527640214
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,248999990
SRT,Startek,IT Services,149244687
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,236254075
SRZN,Surrozen,Biotechnology,107309618
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,384243740
SSB,South State,Banks,6326392789
SSBI,Summit State Bank,Banks,100988196
SSBK,Southern States Bancshares,Banks-Regional,204253070
SSD,Simpson Manufacturing Company,Building Products,4445255070
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,37153611
SSL,Sasol,Chemicals,13838903274
SSNC,SS&C Technologies Holdings,Software,15890670558
SSNT,SilverSun Technologies,Software,22085574
SSP,The E.W. Scripps Company,Media,1306283519
SSRM,SSR Mining,Metals & Mining,3267937780
SSSS,SuRo Capital,Capital Markets,200449578
SST,System1,Interactive Media & Services,789737272
SSTI,ShotSpotter,Software,457981152
SSTK,Shutterstock,Internet & Direct Marketing Retail,2207740392
SSU,SIGNA Sports United,Specialty Retail,2040033659
SSY,SunLink Health Systems,Health Care Providers & Services,8066812
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1276944621
ST,Sensata Technologies Holding,Electrical Equipment,6990997469
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,4878186939
STAB,Statera Biopharma,Biotechnology,12775260
STAF,Staffing 360 Solutions,Professional Services,9001246
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,6181008378
STAR,iStar,Equity Real Estate Investment Trusts ...,1338712959
STBA,S&T Bancorp,Banks,1232716924
STC,Stewart Information Services,Insurance,1478167405
STCN,Steel Connect,IT Services,81538381
STE,Steris,Health Care Equipment & Supplies,21037817851
STEM,"Stem, Inc.",Electrical Equipment,2260982523
STEP,StepStone Group,Asset Management,3236206310
STER,Sterling Check,Software-Infrastructure,2090057076
STET,ST Energy Transition I,Blank Check / SPAC,300365625
STG,Sunlands Technology Group,Diversified Consumer Services,71127709
STGW,Stagwell,Advertising Agencies,3087933690
STIM,Neuronetics,Health Care Equipment & Supplies,120791911
STIX,Semantix,Shell Companies,137411746
STKH,Steakholder Foods,Packaged Foods,43526320
STKL,SunOpta,Food Products,1158561020
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",272295996
STLA,Stellantis,Automobiles,47818719228
STLD,Steel Dynamics,Metals & Mining,15246192556
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,34399772670
STN,Stantec,Professional Services,5412249571
STNE,StoneCo,IT Services,3527396854
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",2494744284
STOK,Stoke Therapeutics,Biotechnology,818368370
STON,StoneMor,Diversified Consumer Services,404078173
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,8141414400
STR,Sitio Royalties,Oil & Gas E&P,2304783592
STRA,Strategic Education,Diversified Consumer Services,1670655177
STRC,Sarcos Technology & Robotics,Computer Hardware,529219964
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,346023614
STRL,Sterling Construction Company,Construction & Engineering,767206128
STRM,Streamline Health Solutions,Health Care Technology,82019616
STRN,Stran & Company,Advertising Agencies,35175540
STRO,Sutro Biopharma,Biotechnology,354698206
STRR,Star Equity Holdings,Diagnostics & Research,15760897
STRS,Stratus Properties,Real Estate Management & Development,280546585
STRT,STRATTEC Security,Auto Components,121090827
STRY,Starry Group Holdings,Telecom Services,128646439
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,182649024
STT,State Street,Capital Markets,27023673278
STTK,Shattuck Labs,Biotechnology,157237212
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4791070199
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7646932986
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",17216026581
STXS,Stereotaxis,Health Care Equipment & Supplies,165047215
STZ,Constellation Brands,Beverages,45833903919
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",43465379812
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,417163960
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,21150609377
SUM,Summit Materials,Construction Materials,3708705000
SUMO,Sumo Logic,Software,1019598972
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3321214686
SUNL,Sunlight Financial Holdings,Credit Services,595718973
SUNW,Sunworks,Electrical Equipment,118544400
SUP,Superior Industries International,Auto Components,142104686
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1672263015
SUPV,Grupo Supervielle,Banks,358960800
SURF,Surface Oncology,Biotechnology,107362903
SURG,SurgePays,Wireless Telecommunication Services,78010198
SUZ,Suzano,Paper & Forest Products,12834720768
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1329360891
SVFA,SVF Investment,Blank Check / SPAC,639894907
SVFB,SVF Investment 2,Blank Check / SPAC,290673500
SVFD,Save Foods,Agricultural Inputs,16860513
SVM,Silvercorp Metals,Metals & Mining,474145981
SVNA,7 Acquisition,Blank Check / SPAC,250500000
SVRA,Savara,Biotechnology,193869711
SVT,Servotronics,Electrical Equipment,27535674
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,10891034
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,288804284
SWAV,ShockWave Medical,Health Care Equipment & Supplies,10076135406
SWBI,Smith & Wesson Brands,Leisure Products,674552501
SWCH,Switch,IT Services,8141920235
SWET,Athlon Acquisition,Blank Check / SPAC,340515000
SWI,SolarWinds,Software,1596276859
SWIM,Latham Group,Building Products & Equipment,760490620
SWIR,Sierra Wireless,Communications Equipment,1176443135
SWK,Stanley Black & Decker,Machinery,14530313193
SWKH,SWK Holdings,Diversified Financial Services,228792744
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,17689171941
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",8346181630
SWSS,Springwater Special Situations,Blank Check / SPAC,223244283
SWTX,Springworks Therapeutics,Biotechnology,1397250673
SWVL,Swvl Holdings,Software-Application,187835151
SWX,Southwest Gas Holdings,Gas Utilities,5048663040
SXC,SunCoke Energy,Metals & Mining,587908665
SXI,Standex International,Machinery,1140283560
SXT,Sensient Technologies,Chemicals,3653934007
SXTC,China SXT Pharmaceuticals,Personal Products,3977130
SY,So-Young International,Interactive Media & Services,99309775
SYBT,Stock Yards Bancorp,Banks,2047922234
SYBX,Synlogic,Biotechnology,76573271
SYF,Synchrony Financial,Consumer Finance,17396318176
SYK,Stryker,Health Care Equipment & Supplies,82477760337
SYM,Symbotic,Shell Companies,8720430079
SYN,Synthetic Biologics,Biotechnology,22498196
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,5548552567
SYNH,Syneos Health,Life Sciences Tools & Services,7130277310
SYPR,Sypris Solutions,Auto Components,47327386
SYRS,Syros Pharmaceuticals,Biotechnology,58579771
SYTA,Siyata Mobile,Communications Equipment,12651322
SYY,Sysco,Food & Staples Retailing,41840975812
T,"AT&T, Inc.",Diversified Telecommunication Services,1.28553E+11
TA,TravelCenters of America,Specialty Retail,802075440
TAC,TransAlta,Independent Power and Renewable Elect...,2711944950
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",45090545
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",22447007
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,43848531967
TAL,TAL Education Group,Diversified Consumer Services,3023696892
TALK,Talkspace,Medical Care Facilities,249848560
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1616158575
TALS,Talaris Therapeutics,Biotechnology,194457244
TANH,Tantech Holdings,Chemicals,9105644
TAOP,Taoping,IT Services,13875812
TAP,Molson Coors Beverage Company,Beverages,12302596070
TARA,Protara Therapeutics,Biotechnology,38987830
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1297054829
TARS,Tarsus Pharmaceuticals,Biotechnology,455988818
TASK,TaskUs,Information Technology Services,1583854719
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",124618335
TATT,TAT Technologies,Aerospace & Defense,58214058
TAYD,Taylor Devices,Machinery,28714803
TBBK,The Bancorp,Banks,1395479419
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,519617030
TBI,TrueBlue,Professional Services,697200890
TBK,Triumph Bancorp,Banks,1799378758
TBLA,Taboola.com,Internet Content & Information,731667200
TBLD,Thornburg Income Builder Opportunities Trust,n/a,493419606
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",19466812
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,196616816
TBPH,Theravance Biopharma,Pharmaceuticals,723001340
TBSA,TB SA Acquisition,Blank Check / SPAC,246000000
TC,TuanChe,Internet Content & Information,44654190
TCBC,TC Bancshares,Banks-Regional,68380966
TCBI,Texas Capital Bancshares,Banks,3141725684
TCBK,TriCo Bancshares,Banks,1586288248
TCBS,Texas Community Bancshares,Banks-Regional,51309720
TCBX,Third Coast Bancshares,Banks-Regional,253798285
TCDA,Tricida,Pharmaceuticals,727728950
TCFC,The Community Financial Corporation,Banks,213194123
TCI,Transcontinental Realty Investors,Real Estate Management & Development,376674308
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,196489296
TCN,Tricon Residential,Real Estate Services,3215422714
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,212390634
TCOM,Trip.com Group,Internet & Direct Marketing Retail,17405067246
TCON,TRACON Pharmaceuticals,Biotechnology,43011779
TCPC,Blackrock TCP Capital,Capital Markets,814518972
TCRR,TCR2 Therapeutics,Biotechnology,140141232
TCRT,Alaunos Therapeutics,Biotechnology,384392799
TCRX,TScan Therapeutics,Biotechnology,88915440
TCS,The Container Store Group,Specialty Retail,384955230
TCVA,TCV Acquisition,Blank Check / SPAC,501291000
TCX,Tucows,IT Services,558829355
TD,The Toronto-Dominion Bank,Banks,1.2071E+11
TDC,Teradata,Software,3684351964
TDCX,"TDCX, Inc.",Specialty Business Services,991188474
TDG,TransDigm Group,Aerospace & Defense,36121603738
TDOC,Teladoc Health,Health Care Technology,6141387761
TDS,Telephone & Data Systems,Wireless Telecommunication Services,1913099899
TDUP,ThredUp,Internet Retail,313987869
TDW,Tidewater,Energy Equipment & Services,855613240
TDY,Teledyne Technologies,Aerospace & Defense,18515734418
TEAM,Atlassian,Software,69911715703
TECH,Bio-Techne,Life Sciences Tools & Services,14690199405
TECK,Teck Resources,Metals & Mining,17563592682
TEDU,Tarena International,Diversified Consumer Services,65407737
TEF,Telefonica,Diversified Telecommunication Services,25584312318
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,311093759
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",42941583334
TELA,TELA Bio,Health Care Equipment & Supplies,118062127
TELL,Tellurian,"Oil, Gas & Consumable Fuels",2291538942
TEN,Tenneco,Auto Components,1586081661
TENB,Tenable Holdings,Software,4781712862
TENX,Tenax Therapeutics,Biotechnology,7587276
TEO,Telecom Argentina,Diversified Telecommunication Services,2756964606
TER,Teradyne,Semiconductors & Semiconductor Equipment,15662522299
TERN,Terns Pharmaceuticals,Biotechnology,61126758
TESS,TESSCO Technologies,Communications Equipment,49499776
TETC,Tech & Energy Transition,Blank Check / SPAC,472587480
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,12316110843
TEX,Terex,Machinery,2518770148
TFC,Truist Financial,Banks,67672420351
TFFP,TFF Pharmaceuticals,Pharmaceuticals,156556346
TFII,TFI International,Road & Rail,9561621418
TFSL,TFS Financial,Thrifts & Mortgage Finance,4267667445
TFX,Teleflex,Health Care Equipment & Supplies,11907848003
TG,Tredegar,Chemicals,384342075
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",249703660
TGAN,Transphorm,Semiconductor Equipment & Materials,315761023
TGB,Taseko Mines,Metals & Mining,329333535
TGH,Textainer Group Holdings,Trading Companies & Distributors,1593191655
TGI,Triumph Group,Aerospace & Defense,961558974
TGLS,Tecnoglass,Construction Materials,1213800306
TGNA,Tegna,Media,4785731057
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",934900478
TGT,Target,Multiline Retail,78642847705
TGTX,TG Therapeutics,Biotechnology,1086151290
TGVC,TG Venture Acquisition,Blank Check / SPAC,144466000
TH,Target Hospitality,"Hotels, Restaurants & Leisure",1233036159
THAC,Thrive Acquisition,Blank Check / SPAC,217350000
THC,Tenet Healthcare,Health Care Providers & Services,7035441624
THCA,Tuscan Holdings II,Shell Companies,76686150
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,294586490
THFF,First Financial,Banks,566183518
THG,The Hanover Insurance Group,Insurance,4721887709
THM,International Tower Hill Mines,Metals & Mining,109394807
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,7517136
THO,Thor Industries,Automobiles,4928520637
THR,Thermon Group Holdings,Electrical Equipment,600872695
THRM,Gentherm,Auto Components,2187875324
THRN,Thorne HealthTech,Packaged Foods,281068478
THRX,Theseus Pharmaceuticals,Biotechnology,301880287
THRY,Thryv Holdings,Media,953932600
THS,TreeHouse Foods,Food Products,2660342269
THTX,Theratechnologies,Biotechnology,209267520
TIG,Trean Insurance Group,Biotechnology,251914332
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2756529657
TIGR,UP Fintech Holding,Capital Markets,570067071
TIL,Instil Bio,Biotechnology,879199227
TILE,Interface,Commercial Services & Supplies,763561403
TIMB,TIM S.A.,Telecom Services,6099337725
TINV,Tiga Acquisition,Blank Check / SPAC,356040000
TIOA,Tio Tech A,Blank Check / SPAC,423487480
TIPT,Tiptree,Insurance,449854868
TIRX,Tian Ruixiang Holdings,Insurance Brokers,11120662
TISI,"Team, Inc.",Commercial Services & Supplies,43078479
TITN,Titan Machinery,Trading Companies & Distributors,684033018
TIVC,Tivic Health Systems,Medical Devices,20541859
TIXT,TELUS International,Software-Infrastructure,8266685422
TJX,The TJX Companies,Specialty Retail,75465342963
TK,Teekay,"Oil, Gas & Consumable Fuels",342705406
TKAT,Takung Art Co.,Interactive Media & Services,46515355
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2308774911
TKLF,Yoshitsu ,Household & Personal Products,69600192
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,130958479
TKR,The Timken Company,Machinery,4991492032
TLGA,TLG Acquisition One,Blank Check / SPAC,493100029
TLGY,TLGY Acquisition,Blank Check / SPAC,287643739
TLIS,Talis Biomedical,Medical Devices,21234135
TLK,Telkom Indonesia,Diversified Telecommunication Services,30653093875
TLRY,Tilray,Pharmaceuticals,2233019134
TLS,Telos,Software,601585727
TLSA,Tiziana Life Sciences,Biotechnology,73135423
TLYS,Tilly's,Specialty Retail,239436318
TM,Toyota Motor,Automobiles,2.2146E+11
TMAC,The Music Acquisition,Blank Check / SPAC,283474970
TMBR,Timber Pharmaceuticals,Biotechnology,16556250
TMC,TMC the metals company,Metals & Mining,218298847
TMCI,Treace Medical Concepts,Medical Devices,1075932027
TMDI,Titan Medical,Health Care Equipment & Supplies,58492779
TMDX,TransMedics Group,Health Care Equipment & Supplies,1494165869
TME,Tencent Music Entertainment Group,Entertainment,7458352127
TMHC,Taylor Morrison Home,Household Durables,3247237630
TMKR,Tastemaker Acquisition,Blank Check / SPAC,343964980
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.32151E+11
TMP,Tompkins Financial,Banks,1105342968
TMPM,Turmeric Acquisition,Blank Check / SPAC,125836622
TMQ,Trilogy Metals,Metals & Mining,102097095
TMST,TimkenSteel,Metals & Mining,801539766
TMUS,T-Mobile US,Wireless Telecommunication Services,1.80093E+11
TMX,Terminix Global Holdings,Personal Services,5408752633
TNC,Tennant Company,Machinery,1278041806
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,3439687632
TNET,TriNet Group,Professional Services,5538708449
TNGX,Tango Therapeutics,Biotechnology,448277244
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",851084025
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",3835808753
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",401416800
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,58993707
TNYA,Tenaya Therapeutics,Biotechnology,225556973
TOAC,Talon 1 Acquisition,Blank Check / SPAC,291237500
TOI,The Oncology Institute,Medical Care Facilities,550970751
TOL,Toll Brothers,Household Durables,5690211828
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,21903297
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",21458183
TOST,Toast,Software-Infrastructure,9290621945
TOUR,Tuniu,"Hotels, Restaurants & Leisure",116915575
TOWN,TowneBank,Banks,2186017269
TPB,Turning Point Brands,Tobacco,445043130
TPBA,TPB Acquisition I,Blank Check / SPAC,219150000
TPC,Tutor Perini,Construction & Engineering,365153247
TPG,TPG Inc.,Asset Management,9878397948
TPGY,TPG Pace Beneficial Finance,Shell Companies,436187519
TPH,TRI Pointe Homes,Household Durables,1898597877
TPHS,Trinity Place Holdings,Real Estate Management & Development,41751502
TPIC,TPI Composites,Electrical Equipment,892277933
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",13472444957
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",8938971106
TPST,Tempest Therapeutics,Biotechnology,23742900
TPVG,TriplePoint Venture Growth BDC,Capital Markets,476737780
TPX,Tempur Sealy International,Household Durables,4911001599
TR,Tootsie Roll Industries,Food Products,2410360566
TRAQ,Trine II Acquisition,Blank Check / SPAC,517500000
TRC,Tejon Ranch Company,Real Estate Management & Development,428902258
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,262364600
TRDA,Entrada Therapeutics,Biotechnology,398343094
TREE,LendingTree,Thrifts & Mortgage Finance,599024053
TREX,Trex Company,Building Products,6304838111
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",15947346878
TRHC,Tabula Rasa HealthCare,Health Care Technology,133617590
TRI,Thomson Reuters,Professional Services,55872417706
TRIB,Trinity Biotech,Health Care Equipment & Supplies,52588487
TRIN,Trinity Capital,Asset Management,495895987
TRIP,TripAdvisor,Interactive Media & Services,3642936043
TRIS,Tristar Acquisition I,Blank Check / SPAC,284050009
TRKA,Troika Media Group,Advertising Agencies,44883131
TRMB,Trimble,"Electronic Equipment, Instruments & C...",17415239677
TRMD,Torm PLC,Oil & Gas Midstream,1526740210
TRMK,Trustmark,Banks,2047176828
TRMR,Tremor International,Advertising Agencies,829247420
TRN,Trinity Industries,Machinery,2240469488
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4902244830
TRNS,Transcat,Trading Companies & Distributors,580332657
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,232868729
TROO,TROOPS,Software-Application,246883149
TROW,T. Rowe Price Group,Capital Markets,29229369236
TROX,Tronox Holdings,Chemicals,2455484413
TRP,TC Energy,"Oil, Gas & Consumable Fuels",51295743979
TRQ,Turquoise Hill Resources,Metals & Mining,5161575406
TRS,TriMas,Machinery,1218906746
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,666955003
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,20452112
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,419175000
TRTN,Triton International,Trading Companies & Distributors,4166550491
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,787192567
TRU,TransUnion,Professional Services,15783074754
TRUE,TrueCar,Interactive Media & Services,232909053
TRUP,Trupanion,Insurance,3074708176
TRV,The Travelers Companies,Insurance,40060804997
TRVG,Trivago,Interactive Media & Services,630307966
TRVI,Trevi Therapeutics,Pharmaceuticals,165187503
TRVN,Trevena,Biotechnology,40045095
TRX,TRX Gold,Metals & Mining,132071399
TS,Tenaris,Energy Equipment & Services,15978555382
TSAT,Telesat,Communication Equipment,611523188
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,215729628
TSCO,Tractor Supply Company,Specialty Retail,21633898440
TSE,Trinseo,Chemicals,1069112382
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5176046588
TSHA,Taysha Gene Therapies,Biotechnology,162029391
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,370124990
TSLA,Tesla,Automobiles,8.98147E+11
TSLX,Sixth Street Specialty Lending,Capital Markets,1581345786
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,4.64251E+11
TSN,Tyson Foods,Food Products,29018304485
TSP,TuSimple Holdings,Trucking,2107933052
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,570637373
TSQ,Townsquare Media,Media,159697223
TSRI,"TSR, Inc.",IT Services,20391265
TSVT,2seventy bio,Biotechnology,624155632
TT,Trane Technologies,Building Products,36759584721
TTC,The Toro Company,Machinery,9316230122
TTCF,Tattooed Chef,Food Products,578043198
TTD,The Trade Desk,Software,34954244033
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",1.37746E+11
TTEC,TTEC Holdings,IT Services,2781685206
TTEK,Tetra Tech,Commercial Services & Supplies,7788795842
TTGT,TechTarget,Media,2061682107
TTI,TETRA Technologies,Energy Equipment & Services,523280383
TTM,Tata Motors,Automobiles,22794256371
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1637147896
TTNP,Titan Pharmaceuticals,Pharmaceuticals,19310544
TTOO,T2 Biosystems,Biotechnology,34259135
TTSH,Tile Shop Holdings,Specialty Retail,203803087
TTWO,Take-Two Interactive Software,Entertainment,20114603935
TU,TELUS,Diversified Telecommunication Services,32242849788
TUEM,Tuesday Morning,Discount Stores,24992501
TUP,Tupperware Brands,Household Durables,507303421
TURN,180 Degree Capital,Capital Markets,64950361
TUSK,Mammoth Energy Services,Energy Equipment & Services,182152351
TUYA,"Tuya, Inc.",Software,996710015
TV,Grupo Televisa SAB,Media,4172232189
TVTX,Travere Therapeutics,Biotechnology,1736456957
TW,Tradeweb Markets,Capital Markets,16873360362
TWCB,Bilander Acquisition,Blank Check / SPAC,382194297
TWI,Titan International,Machinery,965936316
TWIN,"Twin Disc,",Machinery,139109783
TWKS,Thoughtworks Holding,Information Technology Services,5058297337
TWLO,Twilio,IT Services,15671836644
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,436035069
TWND,Tailwind Acquisition,Blank Check / SPAC,417978864
TWNI,Tailwind International Acquisition,Blank Check / SPAC,425643740
TWNK,Hostess Brands,Food Products,3060262650
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1763537792
TWOA,two,Blank Check / SPAC,269593628
TWOU,"2U, Inc.",Software,657074428
TWST,Twist Bioscience,Biotechnology,2761437169
TWTR,Twitter,Interactive Media & Services,33624909811
TX,Ternium,Metals & Mining,6862927330
TXG,10X Genomics,Life Sciences Tools & Services,5504324576
TXMD,TherapeuticsMD,Pharmaceuticals,84845741
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,1.66349E+11
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",6163215314
TXT,Textron,Aerospace & Defense,14181105615
TYG,Tortoise Energy Infrastructure,Asset Management,414136688
TYL,Tyler Technologies,Software,16932818837
TYME,Tyme Technologies,Biotechnology,57189947
TYRA,Tyra Biosciences,Biotechnology,464647740
TZOO,Travelzoo,Interactive Media & Services,79983323
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,355421884
U,Unity Software,Software,16172250066
UA,Under Armour,"Textiles, Apparel & Luxury Goods",4251109375
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",4270832127
UAL,United Airlines Holdings,Airlines,12635228144
UAMY,United States Antimony,Metals & Mining,53540883
UAN,CVR Partners LP,Chemicals,1226179296
UAVS,AgEagle Aerial Systems,Machinery,59279447
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,719896765
UBCP,United Bancorp,Banks,90018522
UBER,Uber Technologies,Road & Rail,63832625120
UBFO,United Security Bancshares,Banks,123373944
UBOH,United Bancshares,Banks,77068485
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,710759350
UBS,UBS Group AG,Capital Markets,59742650356
UBSI,United Bankshares,Banks,5305182192
UBX,Unity Biotechnology,Biotechnology,58800475
UCBI,United Community Banks,Banks,3732356829
UCL,uCloudlink Group,Telecom Services,21913639
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1494679932
UDMY,Udemy,Education & Training Services,2054213625
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,26817157118
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,2026481151
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",1225308415
UEIC,Universal Electronics,Household Durables,311918610
UFAB,Unique Fabricating,Auto Components,14666375
UFCS,United Fire Group,Insurance,739024692
UFI,Unifi,"Textiles, Apparel & Luxury Goods",237254952
UFPI,UFP Industries,Building Products,5503505385
UFPT,UFP Technologies,Containers & Packaging,690062490
UG,United-Guardian,Personal Products,74841472
UGI,UGI Corporation,Gas Utilities,8584620508
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2902060287
UGRO,Urban-gro,Farm & Heavy Construction Machinery,60737270
UHAL,Amerco,Road & Rail,11041151616
UHS,Universal Health Services,Health Care Providers & Services,8128061354
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,757244409
UI,Ubiquiti,Communications Equipment,19108525786
UIHC,United Insurance Holdings,Insurance,50253404
UIS,Unisys,IT Services,697519998
UK,Ucommune International,Real Estate Services,20884560
UL,Unilever,Personal Products,1.21305E+11
ULBI,Ultralife,Electrical Equipment,77276591
ULCC,Frontier Group Holdings,Airlines,3080129267
ULH,Universal Logistics Holdings,Road & Rail,1040216478
ULTA,Ulta Beauty,Specialty Retail,20404770477
